CIF,Account_Name,Current_Product,Segment,CLV_Tier,Churn_Risk,NBP_Rank,Recommended_Product,Confidence_Score
CIF01004701,Customer_4702,Ordinary Saving Account,Low Engagement,Low-CLV,Low Risk,3,Werazut Saving Account,0.07176
CIF01004702,Customer_4703,Werazut Saving Account,Mid-Value Growth,Top-CLV,Low Risk,1,Ordinary Saving Account,0.25367
CIF01004702,Customer_4703,Werazut Saving Account,Mid-Value Growth,Top-CLV,Low Risk,2,Special Saving Account,0.10078
CIF01004702,Customer_4703,Werazut Saving Account,Mid-Value Growth,Top-CLV,Low Risk,3,Blatena Saving Account,0.07777
CIF01004703,Customer_4704,Couples Saving Deposit,High-CLV Active,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24126
CIF01004703,Customer_4704,Couples Saving Deposit,High-CLV Active,Low-CLV,Critical Risk,2,Special Saving Account,0.10175
CIF01004703,Customer_4704,Couples Saving Deposit,High-CLV Active,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07657
CIF01004704,Customer_4705,Janderebaw Saving Account,Low Engagement,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23867
CIF01004704,Customer_4705,Janderebaw Saving Account,Low Engagement,Low-CLV,Critical Risk,2,Special Saving Account,0.10761
CIF01004704,Customer_4705,Janderebaw Saving Account,Low Engagement,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07345
CIF01004705,Customer_4706,Hiruyan Saving Account,Low Engagement,Low-CLV,Low Risk,1,Ordinary Saving Account,0.24658
CIF01004705,Customer_4706,Hiruyan Saving Account,Low Engagement,Low-CLV,Low Risk,2,Special Saving Account,0.10343
CIF01004705,Customer_4706,Hiruyan Saving Account,Low Engagement,Low-CLV,Low Risk,3,Werazut Saving Account,0.07348
CIF01004706,Customer_4707,Abew Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25367
CIF01004706,Customer_4707,Abew Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Special Saving Account,0.10078
CIF01004706,Customer_4707,Abew Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07777
CIF01004707,Customer_4708,Janderebaw Saving Account,Mid-Value Growth,High-CLV,Low Risk,1,Ordinary Saving Account,0.25226
CIF01004707,Customer_4708,Janderebaw Saving Account,Mid-Value Growth,High-CLV,Low Risk,2,Special Saving Account,0.10218
CIF01004707,Customer_4708,Janderebaw Saving Account,Mid-Value Growth,High-CLV,Low Risk,3,Blatena Saving Account,0.07847
CIF01004708,Customer_4709,Couples Saving Deposit,Mid-Value Growth,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25367
CIF01004708,Customer_4709,Couples Saving Deposit,Mid-Value Growth,Top-CLV,Critical Risk,2,Special Saving Account,0.10078
CIF01004708,Customer_4709,Couples Saving Deposit,Mid-Value Growth,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07777
CIF01004709,Customer_4710,Agape Saving Account,Mid-Value Growth,High-CLV,Low Risk,1,Ordinary Saving Account,0.25226
CIF01004709,Customer_4710,Agape Saving Account,Mid-Value Growth,High-CLV,Low Risk,2,Special Saving Account,0.10218
CIF01004709,Customer_4710,Agape Saving Account,Mid-Value Growth,High-CLV,Low Risk,3,Blatena Saving Account,0.07847
CIF01004710,Customer_4711,Special Saving Account,Champions,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.2563
CIF01004710,Customer_4711,Special Saving Account,Champions,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07992
CIF01004710,Customer_4711,Special Saving Account,Champions,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06755
CIF01004711,Customer_4712,Tirufat Savings Account,High-CLV Active,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.2526
CIF01004711,Customer_4712,Tirufat Savings Account,High-CLV Active,Top-CLV,Critical Risk,2,Special Saving Account,0.10259
CIF01004711,Customer_4712,Tirufat Savings Account,High-CLV Active,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07853
CIF01004712,Customer_4713,Asrat Bekurat Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2345
CIF01004712,Customer_4713,Asrat Bekurat Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09518
CIF01004712,Customer_4713,Asrat Bekurat Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07808
CIF01004713,Customer_4714,Ahadu Bereket Saving Account,Mid-Value Growth,Top-CLV,Low Risk,1,Ordinary Saving Account,0.2539
CIF01004713,Customer_4714,Ahadu Bereket Saving Account,Mid-Value Growth,Top-CLV,Low Risk,2,Special Saving Account,0.10117
CIF01004713,Customer_4714,Ahadu Bereket Saving Account,Mid-Value Growth,Top-CLV,Low Risk,3,Blatena Saving Account,0.07998
CIF01004714,Customer_4715,Tirufat Savings Account,Low Engagement,High-CLV,Critical Risk,1,Ordinary Saving Account,0.2526
CIF01004714,Customer_4715,Tirufat Savings Account,Low Engagement,High-CLV,Critical Risk,2,Special Saving Account,0.10525
CIF01004714,Customer_4715,Tirufat Savings Account,Low Engagement,High-CLV,Critical Risk,3,Blatena Saving Account,0.07561
CIF01004715,Customer_4716,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Special Saving Account,0.09842
CIF01004715,Customer_4716,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07845
CIF01004715,Customer_4716,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Ahati Saving Account,0.06575
CIF01004716,Customer_4717,Asrat Bekurat Saving Account,High-CLV Active,High-CLV,Low Risk,1,Ordinary Saving Account,0.2515
CIF01004716,Customer_4717,Asrat Bekurat Saving Account,High-CLV Active,High-CLV,Low Risk,2,Special Saving Account,0.09937
CIF01004716,Customer_4717,Asrat Bekurat Saving Account,High-CLV Active,High-CLV,Low Risk,3,Blatena Saving Account,0.08052
CIF01004717,Customer_4718,Werazut Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23928
CIF01004717,Customer_4718,Werazut Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,2,Special Saving Account,0.10563
CIF01004717,Customer_4718,Werazut Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07523
CIF01004718,Customer_4719,Ordinary Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,1,Special Saving Account,0.10691
CIF01004718,Customer_4719,Ordinary Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07631
CIF01004718,Customer_4719,Ordinary Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06778
CIF01004719,Customer_4720,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Special Saving Account,0.10285
CIF01004719,Customer_4720,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Blatena Saving Account,0.07697
CIF01004719,Customer_4720,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Werazut Saving Account,0.06837
CIF01004720,Customer_4721,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Special Saving Account,0.1016
CIF01004720,Customer_4721,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Blatena Saving Account,0.08082
CIF01004720,Customer_4721,Ordinary Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Werazut Saving Account,0.07216
CIF01004721,Customer_4722,Ahati Saving Account,Mid-Value Growth,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25226
CIF01004721,Customer_4722,Ahati Saving Account,Mid-Value Growth,High-CLV,Critical Risk,2,Special Saving Account,0.10218
CIF01004721,Customer_4722,Ahati Saving Account,Mid-Value Growth,High-CLV,Critical Risk,3,Blatena Saving Account,0.07847
CIF01004722,Customer_4723,Ordinary Saving Account,Low Engagement,Mid-CLV,Critical Risk,1,Special Saving Account,0.10579
CIF01004722,Customer_4723,Ordinary Saving Account,Low Engagement,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07516
CIF01004722,Customer_4723,Ordinary Saving Account,Low Engagement,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.07287
CIF01004723,Customer_4724,Special Saving Account,High-CLV Active,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.25008
CIF01004723,Customer_4724,Special Saving Account,High-CLV Active,Mid-CLV,Low Risk,2,Blatena Saving Account,0.07657
CIF01004723,Customer_4724,Special Saving Account,High-CLV Active,Mid-CLV,Low Risk,3,Werazut Saving Account,0.06268
CIF01004724,Customer_4725,Washera Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23473
CIF01004724,Customer_4725,Washera Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09558
CIF01004724,Customer_4725,Washera Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.08029
CIF01004725,Customer_4726,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Low Risk,1,Special Saving Account,0.10537
CIF01004725,Customer_4726,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Low Risk,2,Blatena Saving Account,0.07827
CIF01004725,Customer_4726,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Low Risk,3,Werazut Saving Account,0.0675
CIF01004726,Customer_4727,Ordinary Saving Account,High-CLV Active,Low-CLV,Low Risk,1,Special Saving Account,0.09715
CIF01004726,Customer_4727,Ordinary Saving Account,High-CLV Active,Low-CLV,Low Risk,2,Blatena Saving Account,0.07607
CIF01004726,Customer_4727,Ordinary Saving Account,High-CLV Active,Low-CLV,Low Risk,3,Ahati Saving Account,0.06425
CIF01004727,Customer_4728,Ordinary Saving Account,Low Engagement,Mid-CLV,Critical Risk,1,Special Saving Account,0.10539
CIF01004727,Customer_4728,Ordinary Saving Account,Low Engagement,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07295
CIF01004727,Customer_4728,Ordinary Saving Account,Low Engagement,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.07022
CIF01004728,Customer_4729,Ahadu Bereket Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.23932
CIF01004728,Customer_4729,Ahadu Bereket Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Special Saving Account,0.10216
CIF01004728,Customer_4729,Ahadu Bereket Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07858
CIF01004729,Customer_4730,Blatena Saving Account,Mid-Value Growth,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24835
CIF01004729,Customer_4730,Blatena Saving Account,Mid-Value Growth,High-CLV,Critical Risk,2,Special Saving Account,0.10176
CIF01004729,Customer_4730,Blatena Saving Account,Mid-Value Growth,High-CLV,Critical Risk,3,Werazut Saving Account,0.06937
CIF01004730,Customer_4731,Ordinary Saving Account,Champions,Mid-CLV,Critical Risk,1,Special Saving Account,0.10794
CIF01004730,Customer_4731,Ordinary Saving Account,Champions,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07877
CIF01004730,Customer_4731,Ordinary Saving Account,Champions,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06991
CIF01004731,Customer_4732,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Special Saving Account,0.10328
CIF01004731,Customer_4732,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Blatena Saving Account,0.07739
CIF01004731,Customer_4732,Ordinary Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Werazut Saving Account,0.07009
CIF01004732,Customer_4733,Ordinary Saving Account,Mid-Value Growth,High-CLV,Low Risk,1,Special Saving Account,0.10635
CIF01004732,Customer_4733,Ordinary Saving Account,Mid-Value Growth,High-CLV,Low Risk,2,Blatena Saving Account,0.07855
CIF01004732,Customer_4733,Ordinary Saving Account,Mid-Value Growth,High-CLV,Low Risk,3,Werazut Saving Account,0.07058
CIF01004733,Customer_4734,Tirufat Savings Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25484
CIF01004733,Customer_4734,Tirufat Savings Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Special Saving Account,0.10227
CIF01004733,Customer_4734,Tirufat Savings Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Blatena Saving Account,0.0789
CIF01004734,Customer_4735,Hiruyan Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24929
CIF01004734,Customer_4735,Hiruyan Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Special Saving Account,0.10285
CIF01004734,Customer_4735,Hiruyan Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Blatena Saving Account,0.07697
CIF01004735,Customer_4736,Blatena Saving Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.23652
CIF01004735,Customer_4736,Blatena Saving Account,Dormant Risk,High-CLV,Critical Risk,2,Special Saving Account,0.1016
CIF01004735,Customer_4736,Blatena Saving Account,Dormant Risk,High-CLV,Critical Risk,3,Werazut Saving Account,0.07216
CIF01004736,Customer_4737,Dekemezmur Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23738
CIF01004736,Customer_4737,Dekemezmur Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,2,Special Saving Account,0.10449
CIF01004736,Customer_4737,Dekemezmur Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07775
CIF01004737,Customer_4738,Special Saving Account,High-CLV Active,High-CLV,Low Risk,1,Ordinary Saving Account,0.24728
CIF01004737,Customer_4738,Special Saving Account,High-CLV Active,High-CLV,Low Risk,2,Blatena Saving Account,0.07881
CIF01004737,Customer_4738,Special Saving Account,High-CLV Active,High-CLV,Low Risk,3,Werazut Saving Account,0.06548
CIF01004738,Customer_4739,Washera Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2286
CIF01004738,Customer_4739,Washera Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09863
CIF01004738,Customer_4739,Washera Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.0811
CIF01004739,Customer_4740,Tirufat Savings Account,Mid-Value Growth,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.25506
CIF01004739,Customer_4740,Tirufat Savings Account,Mid-Value Growth,Mid-CLV,Critical Risk,2,Special Saving Account,0.10274
CIF01004739,Customer_4740,Tirufat Savings Account,Mid-Value Growth,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07623
CIF01004740,Customer_4741,Ahadu Bereket Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25484
CIF01004740,Customer_4741,Ahadu Bereket Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Special Saving Account,0.10227
CIF01004740,Customer_4741,Ahadu Bereket Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Blatena Saving Account,0.0789
CIF01004741,Customer_4742,Washera Saving Account,Low Engagement,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2429
CIF01004741,Customer_4742,Washera Saving Account,Low Engagement,Low-CLV,Critical Risk,2,Special Saving Account,0.10341
CIF01004741,Customer_4742,Washera Saving Account,Low Engagement,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07516
CIF01004742,Customer_4743,Werazut Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.23932
CIF01004742,Customer_4743,Werazut Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Special Saving Account,0.10216
CIF01004742,Customer_4743,Werazut Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07858
CIF01004743,Customer_4744,Ordinary Saving Account,Champions,Mid-CLV,Critical Risk,1,Special Saving Account,0.10908
CIF01004743,Customer_4744,Ordinary Saving Account,Champions,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07625
CIF01004743,Customer_4744,Ordinary Saving Account,Champions,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06638
CIF01004744,Customer_4745,Tirufat Savings Account,Mid-Value Growth,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24435
CIF01004744,Customer_4745,Tirufat Savings Account,Mid-Value Growth,High-CLV,Critical Risk,2,Special Saving Account,0.10635
CIF01004744,Customer_4745,Tirufat Savings Account,Mid-Value Growth,High-CLV,Critical Risk,3,Blatena Saving Account,0.07855
CIF01004745,Customer_4746,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Low Risk,1,Special Saving Account,0.09994
CIF01004745,Customer_4746,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Low Risk,2,Blatena Saving Account,0.07581
CIF01004745,Customer_4746,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Low Risk,3,Werazut Saving Account,0.06811
CIF01004746,Customer_4747,Dekemezmur Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23833
CIF01004746,Customer_4747,Dekemezmur Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,2,Special Saving Account,0.10453
CIF01004746,Customer_4747,Dekemezmur Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07631
CIF01004747,Customer_4748,Tirufat Savings Account,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.23932
CIF01004747,Customer_4748,Tirufat Savings Account,Dormant Risk,Mid-CLV,Critical Risk,2,Special Saving Account,0.10216
CIF01004747,Customer_4748,Tirufat Savings Account,Dormant Risk,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07858
CIF01004748,Customer_4749,Abew Saving Account,Mid-Value Growth,Low-CLV,Low Risk,1,Ordinary Saving Account,0.24256
CIF01004748,Customer_4749,Abew Saving Account,Mid-Value Growth,Low-CLV,Low Risk,2,Special Saving Account,0.10033
CIF01004748,Customer_4749,Abew Saving Account,Mid-Value Growth,Low-CLV,Low Risk,3,Blatena Saving Account,0.07802
CIF01004749,Customer_4750,Werazut Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.26051
CIF01004749,Customer_4750,Werazut Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Special Saving Account,0.09842
CIF01004749,Customer_4750,Werazut Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07845
CIF01004750,Customer_4751,Ahati Saving Account,Mid-Value Growth,High-CLV,Low Risk,1,Ordinary Saving Account,0.24245
CIF01004750,Customer_4751,Ahati Saving Account,Mid-Value Growth,High-CLV,Low Risk,2,Special Saving Account,0.10521
CIF01004750,Customer_4751,Ahati Saving Account,Mid-Value Growth,High-CLV,Low Risk,3,Blatena Saving Account,0.08107
CIF01004751,Customer_4752,Ordinary Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,1,Special Saving Account,0.10232
CIF01004751,Customer_4752,Ordinary Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07581
CIF01004751,Customer_4752,Ordinary Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06657
CIF01004752,Customer_4753,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,1,Special Saving Account,0.10341
CIF01004752,Customer_4753,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07473
CIF01004752,Customer_4753,Ordinary Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06557
CIF01004753,Customer_4754,Dekemezmur Saving Account,High-CLV Active,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24728
CIF01004753,Customer_4754,Dekemezmur Saving Account,High-CLV Active,High-CLV,Critical Risk,2,Special Saving Account,0.10357
CIF01004753,Customer_4754,Dekemezmur Saving Account,High-CLV Active,High-CLV,Critical Risk,3,Blatena Saving Account,0.07881
